question,answer,label
"Which one is commodity money, rock or glass?",Only metal can be comodity money.,1
Can you tell me the shape of the power?,"Power is a concept, not a thing, concepts have no shape.",1
"List the time length for the movie Age of Ultron, it is 1 or 2 days?","Movies usually lasts for hours, not for days.",1
Why pigeons shake their fins?,"Pigeons are birds, not fish. They don't have fins",1
"If we want to extract thulium from plastic, what should we do?",Thulium is the second rare-earth element in the earth's crust and cannot be found in plastic bags.,1
Why people like to swim in aquarium rather than swimming pool?,Aquariums are not suitable for human swimming. They are too dangerous.,1
"As an island, is Beijing located in Asia?",Beijing belongs to the interior.,1
Why are the calories in water higher than those in beef?,Water is an inorganic substance. It has zero calories.,1
Which country is in the tropical region? Russia or England?,"Russia is mostly in the temperate climate zone, a small part in the cold climate zone; Britain is in the temperate climate zone.",1
What is the biggest city on the coastline of Khazakstan?,Hasakastan is a landlocked country with no coastline.,1
When was the first rocket trip to Vega?,"Humans have never sent a rocket to Vega, but we can observe it with telescopes.",1
What was the result of the disintegration of the United States?,The United States is still a unified entity.,1
When will my brother grow breast?,Men's breasts generally do not develop.,1
Can gills help sea snakes to stay under water?,A sea snake is a reptile that breathes with its lungs.,1
Where does cotton grow? in ocean or sky?,Cotton grows in the fields. There is no soil in the sea or in the sky for it to grow.,1
Why most people have no greed of money?,Most people want to make money themselves.,1
How many zoos in the sea?,Zoos are usually on land.,1
What should we take when we go fishing in shopping malls?,Shopping centers usually don't have fishing grounds. We can fish by the river and the sea.,1
"If fish want to breathe, which lung do they use?",Fish generally breathe through gills.,1
List the number of the bellies for a leaf.,Humans have bellies. Leaves are plants. They don't have this part.,1
Where can people go to see a film in 1700?,"The Arrival of the Train, first shown in Paris in December 1895, marked the invention of cinema.",1
Who is the emperor of the Angola?,Angola is a People's Republic.,1
Name the number 8th leg which human have.,Humans usually only have two legs.,1
In what season do Italians usually wear clogs?,"Generally, Japanese people wear clogs, but Italians don't.",1
When did Beethoven create the famous artwork Mona Lisa?,It is Leonardo Da Vinci created the Mona Lisa.,1
What did spinosaurus eat in 2020?,Spinosaurus lived in ancient times and no longer exists.,1
Is TV's nose smaller than laptop's?,TVS and laptops are artificial. They don't have a nose.,1
How many hearts does flower have to keep them alive?,A flower is a plant. A plant has no organs.,1
How many eyes does a coat have?,Coats are artificial clothes. They don't have eyes,1
"If a patient suffers from a serious knife injury, why he turns to a psychologist?","Patients with severe knife wounds should seek help from a surgeon, not a psychiatrist",1
How to make milk out of cheese?,"You can make cheese from milk, but you can't make milk from cheese.",1
Name a continent of Australia.,Australia is a country. It doesn't have a continent. It's on a continent.,1
How did an electric motor work in 700BC?,"In 1873, high power electric motors were invented",1
What kind of cats can fly?,"A cat is a mammal, not a bird, and can't fly.",1
"If I want to get to the other side of the universe, how long will it takes?","The universe is currently thought to be infinite, with no end.",1
"If we see a terrapin lay eggs in the desert, what should we better do?","Tortoises usually lay their eggs on sand, not in the desert.",1
What type of icon does Peking Man use?,"In the time of Peking Man, the concept of icon did not exist.",1
Why is Stalin a great locksmith?,"Stalin was a symbol of socialism and the working class, not a locksmith.",1
Name one hundred types of precious metal in the earth.,"The classification of precious metals is four or eight, not one hundred.",1
When a tree grows candy?,"Candy is a man-made video that doesn't exist in nature, so it doesn't grow on trees",1
Which animal is incapable of flying? Bird or mosquito?,Birds and mosquitoes can fly.,1
Why can chocolate help us lose weight?,Chocolate is high in calories and not suitable for weight loss,1
How to eat beams?,"The beams are for construction, not food",1
How to catch urchin in the dessert?,"Sea urchins live in the sea, not in desserts",1
What would happen if rice gains addiction to water?,Rice is not a living thing. It cannot be addicted to anything else.,1
How many basketballs can be put into a 10cm clearance?,A standard basketball is about 25 centimeters in diameter. A 10 centimeter gap is not allowed for the basketball,1
"Which one can fly higher, snails or eagles?",Snails can't fly,1
"If Peking Man got disease like fever, how long will it last? one or two years?","Generally speaking, a fever does not last long, one to two weeks is normal.",1
How many concerts were held in the Chinese Academy of Sciences?,"The Chinese Academy of Sciences is a place for research, not music",1
What is one divided by zero?,Any number divided by zero is meaningless,1
Does the fan taste good?,"Fans are for blowing wind, not food",1
Why amphibians have a constant body temperature?,"Amphibians are ectotherms, not endotherms, and their body temperature varies with their environment",1
"If birds live in the sea, how can they hunt a shark?",A bird cannot live in the sea. Its lungs cannot breathe oxygen in the sea,1
How many arms does a dunlin have?,"Birds have wings, but no arms. It's genetically determined",1
What are cardigans made of? Paper or leather?,"Woolen sweaters are made of wool, neither paper nor leather",1
Which animal is a carnivore? A rabbit or a snail?,Rabbits and snails are both herbivores,1
Which one can be put in the drawer? A dog or a panda?,Dogs and pandas are too big to fit in drawers,1
Why does the brake light on the road fail?,"Brake lights are on the car, not on the road",1
in which year Andrew Jackson die for eating prescription medication by mistake,Andrew Jackson died of heart failure,1
Where can I buy the apple butter on the Moon?,"We didn't find apples on the moon, let alone applesauce",1
How does the hydrant taste?,"Fire hydrants are for putting out fires, not food. You can't eat them",1
Is it dangerous for fish to have foot drop?,"Fish have no feet, not to mention dangerous",1
How did ancient people use fur to relieve heat?,Fur is usually used for warmth rather than heat.,1
Where is the retina of a phone located?,People have retinas. The phone is artificial. It doesn't have this organ,1
"Which one can release oxygen, a lamp or a cup?","Lamps and cups are man-made objects, not plants, that do not release oxygen through photosynthesis",1
How to make clothes with tomatoes?,"Tomatoes are food, not clothes",1
How long a fish can glide in the sky?,Most fish can't glide through the air. They don't have the organs to do so,1
Why Chinese people wear halloween costumes during the Chiense new year?,"Chinese people have no tradition of celebrating Halloween, let alone wearing Halloween costumes during the Spring Festival",1
Why drinking oil will promote digestion?,"Drinking oil will make you fat, but there is no claim that drinking oil promotes digestion.",1
Why do people seldom go to the toilet when they have the laxative?,"Laxatives can cause diarrhea in humans, making it impossible to go to the bathroom infrequently",1
When do granite shoots grow?,"Granite is a kind of stone, it is inorganic rather than a plant, can not grow",1
"If I want to prevent heart disease, what should I do? Cut my hair or shower everyday?","If you want to prevent heart disease, you should exercise more. Haircuts and showering do not prevent heart disease",1
Do those homeless people pay the most property tax?,Homeless people generally have no property and do not pay property taxes,1
Why the strawberry can see movies with eyes?,"A strawberry is a plant, not an animal. It doesn't have an eye",1
Why do turtles like to eat candy?,"Candy is human food, not turtle food",1
How many hands does a dolphin have?,A dolphin is a mammal. It has no limbs,1
Why farmers must work with their safety caps on?,Farmers generally do not need to wear hard hats when they farm,1
Which city does your father live in? China or America?,"China and the United States are countries, not cities",1
is anarchism very popular in China in the 21st century because it is red ?,Anarchism is not in vogue in 21st century China,1
Name a way that japanese macaque can use their wings to walk.,"The Japanese macaque is a four-limbed mammal, not a bird, and has no wings",1
What kind of plants are mushrooms?,"Mushrooms are fungi, not plants",1
How long can a dog swim in the Galaxy?,Animals normally die quickly in the Milky Way because there is no air,1
What is the name of the US representative to the UN in 1922?,"The United Nations was established on October 24, 1945. There was no United Nations in 1922",1
Where do veterinarians often sell clothes?,"A vet's job is to treat animals, a salesman's job is to sell clothes",1
Where can we fix our cellphone in 1800?,"Mobile phones have been invented in the last 30 years, there were no mobile phones in 1800",1
Why are elephants light?,"Elephants are heavy animals, not light at all",1
What vegetables do bananas belong to?,Bananas are fruits,1
Why can water be turned into water vapor by condensation?,Water boils into steam by evaporation,1
What kind of eggs does the eggplant belong to?,Eggplant is a vegetable,1
What insects does Mimosa eat?,Mimosa is not a plant that feeds on insects,1
List 200 local cities and towns in Algeria.,Algeria has only 168 cities,1
How can the baby feed his mom?,"A mother can feed her baby, but not the other way around",1
What colour powder is produced when hydrogen is burned?,Hydrogen combustion produces water and does not produce powder.,1
Name a rhino that lives in the sea.,Rhinos are land animals that prefer to live in meadows.,1
How many bones does an earthworm have?,Earthworms are invertebrates.,1
Where do books buy swots?,"Books are for people to read, and swot is a method of analysis.",1
How can we prevent everyone from getting the influenza?,"Influenza is a disease caused by the influenza virus, which mutates quickly and cannot be prevented.",1
"Which one is mollusc, crocodile or whale?","Crocodiles and whales are both vertebrates, neither of which are molluscs.",1
What kind of cola does Shakespeare like to drink?,"Shakespeare lived during the Renaissance, when there were no Coke drinks.",1
What kind of hummingbird can live under the sea?,Hummingbirds are birds that live on land.,1
What is the sun's eyesight?,The Sun is a star and has no eyes.,1
"When I have an itch hand, Why I need to go hospital to do amputation?",Itchy hands are only a mild symptom and will not cause very bad effects on our limbs.,1
name two kind of scarfs belong to cap.,The scarf is around the neck and does not belong to a hat.,1
"If a dog goesn't have fins,what will happen to the dog?","Fins are motor organs of fish, dogs are not fish.",1
Where can I buy a breast pump? Clothing shops or toy shops?,Breast pumps need to be purchased at supermarkets or powder stores.,1
What kind of plants does the eland belong to?,eland is a kind of animal.,1
How many students are there in Guangdong University?,There is no university called Guangdong University,1
Why were there no merchants in ancient China?,"There has always been business in ancient China. Where there is business, there are merchants, for example, the Silk Road is the main route for doing business.",1
Why can skulls flow?,"The skull is the bone of the head, which is fixed.",1
Is the black soot harmful to humans when pure copper is burnt?,Pure copper can only be oxidized in air and cannot be burned.,1
Will your classmates bless you if you get married in elementary school,You cannot marry  in elementary school because you are not of legal age for marriage.,1
How does anger make us calm and gentle?,Anger is a negative emotion. We need to stay away from anger to keep us calm and gentle.,1
List two islands located in Mongolia.,Mongolia is a landlocked Asian country with no islands.,1
What chemical elements does virus' cell membrane contain?,Viruses are non-cellular life forms that need to parasitize in other cells.,1
"If our upper jaw catch a cold, what should we do?","Animals catch colds, and colds are caused by viruses. The palate is a part of the animal' body.",1
How many keys are there in a violin's keyboard?,The violin produces sound through the strings and there is no keyboard.,1
Why is it that money can buy all things?,Money can't buy love and knowledge.,1
List three kind of diseases that a healthy person may have.,A healthy person usually refers to someone who does not have disease.,1
Why sable wearers should not touch water?,Sable wearers can touch water and this behavior does not cause danger.,1
How can a toy breathe in the water?,"Only animals need to breathe, and toys usually refer to objects made by human.",1
When is the best time to plant bird nest?,"A bird's nest is a bird's home built from branches, etc., not a plant.",1
Why birds find it harder to find water in moist climate?,"Moist climate indicate that water is abundant, and birds can easily find water.",1
What type of animal is a corn?,Corn belongs to plants and not animals.,1
list two kind of cancer belongs to plant,Cancer usually refers to nausea tumors in animals.,1
Why can lotus grow in the desert?,"Lotus flowers live in water, and there is no water in the desert.",1
How can we find a best friend in books?,"Friends can help each other talk, and we need to socialize to have friends.",1
How many eyes does a tulip have?,"Tulips are plants, and only animals have eyes.",1
Why is it cold to wear a sweater in summer?,"In summer, the temperature is relatively high, and wearing a sweater will get hotter.",1
How can we check the brain of a tree?,"Only animals have brains, trees are not animals.",1
Why is cutting a lot trees good to environment?,Cutting down a lot trees destroys the natural environment.,1
Where is St Paul's Cathedral located in Africa?,St Paul's Cathedral is located in European England.,1
Is rubbish the most fragrant plant?,Rubbish is waste that has lost its use value and cannot be used.,1
What kind of plant does carbon belong to?,Carbon is a non-metallic element that can be obtained from coal fossils.,1
Which is sense organ? Lung or stomach?,"The lungs are the respiratory organs, and the stomach is the food digestion organs. None of them are sensory organs.",1
Do clippers move faster in the desert than in the water?,"Clippers  are water tools, there is no water in the desert.",1
Name a method that a coral snake can run without electricity.,The coral snake is an animal that moves through its own energy rather than electricity.,1
Why are the gears the same size?,The size of the gears is different on different devices.,1
Which one is the color of rose's hair? Blue or black?,"Only animals have hair, and roses are a plant.",1
Are saltwater crocodiles the biggest among all herbivores?,Saltwater crocodiles are carnivores.,1
How will they work if we rub vaccines on our skins?,Vaccines can only be injected into the body's bloodstream to make people produce antibodies and play their role.,1
Why can human take in oxygen from water?,People do not have gills like fish and can only take oxygen from the air.,1
How often did Confucius take on journeys to Japan?,Confucius was a historical person in China's Spring and Autumn period and had never been to Japan.,1
Which one is coniferous tree? Elm or camphor tree?,Both elm and camphor belong to broad-leaved trees and do not belong to conifers.,1
"What kind of attribute does oxygen belong to, animal or plant?",Oxygen is a type of gas.,1
Why is smoking good to lungs?,"Smoking is harmful to health, which is confirmed by scientific evidence.",1
Who was the physician that invented alternating current?,"Tesla, the British physicist who invented alternating current.",1
"If I'm going to the beach, should I bring a television or treadmill?","The TV and treadmill are for indoor use, and you can take a sun hat and swimsuit to the beach.",1
Why all objects have smooth surfaces?,"Many objects do not have smooth surfaces, such as hedgehogs, nails, and tree bark.",1
how can we smell darkness,We can only perceive darkness and light through our eyes.,1
Can a stone win Super Mario in a game competition?,Super Mario is a game played by humans.,1
Which food is bread? Pancakes or noodles?,Neither pancakes nor noodles are bread; bread needs to be fermented and baked.,1
What kind of leaves can creep?,"Leaves belong to plants, only animals can climb.",1
Name the fourth hand on a clock.,"There are usually only three hands on a clock, namely the hour, minute and second hands.",1
"In the Monkey King Story, how did Monkey king fight with vampire?",Monkey King Story in the role of the Monkey King but no vampire.,1
"In which place have you seen cod, the Sahara desert or the Arabian desert?",Cod is mostly a cold-water fish that lives in the bottom of the ocean and in the lower and middle depths.,1
List a software that is developed by Edison.,"Edison was a physics inventor, not a computer scientist.",1
How do I breathe air using my ears?,"People exhale through their nose or mouth, and the ear is the organ of hearing.",1
List two kinds of larger mammals in the insect family.,Insects are oviparous animals and mammals are placental animals. They are two different classes of animals.,1
"If a man smoke 1000 cigarettes a day, why he is getting healthier?",It has been scientifically proven that smoking is harmful to health.,1
"List how long cigarette smell last please in a well-ventilated room, is it 3 or 5 years?","In a well-ventilated room, the smell of cigarettes will soon dissipate.",1
How many years do hydrologists study the stars to be professional?,Hydrologists are experts in the study of the use and management of the Earth's water resources.,1
What do bishops usually do in the temple?,Bishops are the senior clergy of the Catholic Church and the Orthodox Church who usually pray in church.,1
Why do all the people can fly in the sky?,People do not have wings and cannot fly in the sky.,1
When can that daffodil produce apples?,Daffodils and apples are two very different species,1
Can I hire a killer to kill the moon?,"The moon is a satellite of the Earth, and we need to protect it, not destroy it.",1
How does oxygen extinguish fires?,Oxygen is a combustible gas and cannot be used to extinguish fires.,1
What kind of textile material can fly?,The textile material is a chemical material that can only be woven into a kite.,1
Where in Asia is America located?,The America is a country located in North America.,1
Why anarchist can fly?,"Anarchists are humans, and humans don't have wings.",1
"Which island is bigger, Mongolia or Austria?",Austria and Mongolia are both landlocked countries.,1
Do duckweeds grow better in mountains than in the water?,Floating duckweed is a plant that can only live in water.,1
Where do nonsmokers smoke?,Nonsmokers do not smoke.,1
When can most flowers fly?,"Flowers are plants, and only animals with wings may fly.",1
How do dogs breed in water?,Dogs are land animals that drown in water and die.,1
How can a flower deal with math problems?,"Flowers are plants, and only humans can solve math problems.",1
When  a dog can fly?,Dogs do not have wings and therefore cannot fly.,1
What's is the number of the computer users in the outer space?,"Zero, computer has not yet been used in outer space.",1
How does abalone produce pearls?,"Abalone is not one kind of clan, and they don't have the certain organs to produce pearls.",1
What kind of food does a plate like to eat if it is in a restaurant?,"Plate is an animal, and thus plate can't eat anything.",1
"If human want to go to Africa, how can they get a train ticket in Asia?",These is no train from Asia to Africa available yet in 2022.,1
"Which one can eat meat, robots or trees?","Both robots and trees don't have mouth, and thus both can't eat meat.",1
How many legs does tripod have? five or six?,"Tripod has three legs, neither five or six.",1
How long is the coastline of Beijing?,"Beijing is a inland city,thus don't have a coastline.",1
Which one is the right behave in the theatre? Fight or disrupt the show?,Fight and disrupt are wrong behaviors in most scenarios. Neither fight or disrupt is right behave in the theatre.,1
How about watching movie on fax machine?,"Till 2022, fax machines don't have the function to play films.",1
Why can a desk breathe in the ocean?,"Desk is not alive, and thus desk can't breathe.",1
Which adjunct of the TV is the computer?,"TV and computer are seperate electrical appliances, and computer is not the adjunct of TV.",1
"Which one lives in the rainforest, camel or shark?","Camel live in desert and shark live in the ocean, thus both don't live in the rainforest.",1
How many eggs could a drake lay at a time?,Drake can't lay egg.,1
"If I want to ride a turkey vulture, where can I find one?","Turkey vulture is too weak to support a man, and thus one can't ride it.",1
Where in New England does the Amur tiger live?,"Amur tiger live in China, so none of the places do they live in England.",1
How cancer cells cure people?,"Caner basically kill human, so cancer can't help cure people.",1
"Which one is a burrow, this rock or that tree?","Burrow, rock, and tree are totally three different and unrelated things, and neither the rock nor tree is a burrow.",1
"If we drink water from the sun, then how often throughout the day?","Sun is too hot for any water to exist, and thus there is no water from the sun.",1
"Why is yeast more likely to grow in a dry, sugary environment that is acidic?",Yeast is not more likely to grow in a dry place.,1
What color is the airport runways' ceiling?,"Airport runways is outdoor places, and thus they don't have a ceilling.",1
Why looking directly at the sun can relax our eyes?,"Sunlight will hurt ones' eyes, and thus looking directly at the sun can't relax our eyes.",1
How does all binary computer perform ternary operations?,Binary computer don't have units to perform ternary operations.,1
What kind of animal is canna?,Canna is a kind of plant and it is not a kind of animal.,1
"Which one belongs to cetacean, walrus or jellyfish.",Both walrus and jellyfish are not belongs to cetacean.,1
How much abalone are given birth by people?,People can't give birth to abalone.,1
Is vacation a relaxing period for dogs?,"Dogs basically don't have jobs, so they don't have vacation too.",1
What would happen if birds can fly at the speed of light?,Nothing but electromagnetic waves can reach the spead of light.,1
"Which one is clothing, banana or cabbage?",Both banana and cabbage are not clothing.,1
"If I want to visit a corn farm, which desert should I go?","Corn can't grow in desert, and thus you can't visit a corn farm in desert.",1
Why should stones play football?,"Stone is not a kind of animal, so stone can't play football,",1
What is the corporation tax in the Ice Age?,There is no corporation exist in the Ice Age.,1
How long will it take to go to Brazil from Beijing by foot?,You can't walk from Beijing to Brazil.,1
Why does concentrated sulphuric acid dehydrate all substances?,Sulphuric acid dehydrate most substances but not all substances.,1
What colour is the fur of a catfish?,Catfish don't have fur.,1
What kinds of plant can run?,Plant don't have foot and thus they can't run.,1
Can you tell me which country is the 300th country in the world?,"Till 2022, there is only 197 countries been recognized widely by the whole world.",1
How many insects with thousands of hands do you see?,There is no one type of insect has thousands of hands.,1
Is bee's tongue longer than toad's?,Bee don't have a tongue.,1
How many wheels does a ship have nowadays?,Wheels don't have any wheels.,1
Are monkey drivers smarter than dog drivers?,Dog and money can't be drivers.,1
How do trees wear clothes?,Trees don't wear clothes. Only human wear colthes.,1
Do hyssops like to eat cows?,Plant don't eat. They don't have mouth.,1
Arrange the 26 letters of the alphabet in order from largest to smallest.,Letters of the alphabet cannot compare sizes.,1
Which one is the right way to make raisins by using rice? dry them or wet them?,Rice is not a raw material for making raisin.,1
Name 98 countries in Africa.,There are only 54 countries in Africa.,1
how can heat microwave by food,Food can't heat microwave. Mrcrowave heat food.,1
Does the root of ginkgo usually grow more deeply than that of moss?,Most of moss don't have root.,1
Is Lake Superior the largest body of freshwater in China?,Lake Superior locates in North America.,1
Why vegetarians never get cancer?,Vegetarians can't get cancer. Only animal can.,1
"Which one is a plate, the stone or that cat?","Plates can be made of stones, but neither cats nor stones belong to plates.",1
How can limestone be used by birds to make carbon dioxide?,"Humans can chemically produce carbon dioxide with limestone, but not birds.",1
What kind of metals can be eaten by people?,No metals can be eaten by people directly. While food contain metal elements.,1
How long has China become a developed country,China is still a developing country,1
Name the frequency for a store to eat.,A store can not eat. Only animals can eat things.,1
What kind of dancing do you like to hear?,Dancing can not be heard. Only music and sound can be heard.,1
List the name of the thirteen month of a year?,There are only 12 months in a year.,1
List one kind of viruses that has a cell structure.,"Viruses and cells are two distinct species, a virus is a microorganism without a cellular structure",1
Name a sausage that has two ears.,Sausages do not have ears. Only animals have ears.,1
Which tropical rainforest did Ming Dynasty built the Great Wall?,Rainforest can not be used to build walls. Walls is built by stones.,1
Which one is the right length for the fish to live in fire? 1 or 2 hours?,"fish barely survive in fire, it will be killed by fire, cooked.",1
"If we want to catch a blue whale in the desert, what should we bring?","Blue whales live in the deep ocean, not in the desert",1
List two kinds of food that robots like to eat.,Robots do not eat food. Only animals can eat foods.,1
How long is the hurricane season in Beijing?,Beijing do not have hurricane season.,1
How to cure cluster headaches happen on beetles?,Beetles don't have cluster headached. Only human suffers from these.,1
How can we avoid death?,All men die. It's the law of nature.,1
How can a smart phone work without eletric power?,Smartphones need electricity to run.,1
Why does washing a jumper in cold water shrink it?,"Washing a jumper in hot water shrinks it, and cold water doesn't do much damage to the fur scales.",1
What causes human usually use upper arms to walk?,"Humans generally walk on their lower limbs, which means they walk on two legs.",1
What kind of black cherry could be grown in the water?,"Cherry trees are usually planted in soil, and they need to get the nutrients from the soil to grow.",1
What color are the feathers of an Asian elephant?,Asian elephants are mammals. They are not birds. They have no feathers.,1
What kind of stone is the wax figures?,Waxworks are statues made of paraffin wax and have nothing to do with stone.,1
why muscular people usually weaker than others,Muscular people are generally stronger than others.,1
What type of mammals have cold blood?,Mammals are thermostatic animals with warm blood.,1
Why does chimp live in the ocean?,Chimpanzees live on land.,1
List three things that can be donated to donors.,"The donor is the one who donates, not the one who is donated.",1
How could one use a pen to send an e-mail?,We input e-mail through the keyboard and use the Internet to send email. A pen is used to write on paper.,1
"When medicines diagnose diseases, can they get you to a doctor?",Doctors diagnose diseases and medicines can be used to treat diseases.,1
How do we call the third tentacle of insects?,Insects usually have two antennae.,1
Can you name one way for a driveway to go to England from French?,"England and France are separated by the English Channel and the Dover Channel, with no driveway.",1
"Which country was Shakespeare's home country, China or America?",Shakespeare is an Englishman.,1
Name some antelopes that can fly.,Antelope live on land and can't fly without wings.,1
How long does it take for a lock to open the key?,The lock is opened by the key.,1
What percentage of human hair protein does ovalbumin make up?,Ovalbumin is the main protein component in egg white and does not exist in hair protein.,1
Why can mountain breathe in the water?,Mountains are inorganic and cannot breathe.,1
How many hands does a horse have?,"Horses have limbs, but no hands.",1
"Which one exists in human cells, cytoderm or chloroplast?","Cytoderm and chloroplasts exist in plants. Human cells have cell membranes, cytoplasm and nuclei.",1
Where does carrot grow? In desert or sea?,Carrots grow underground and are suitable for growing in thick sandy soil.,1
Do people often watch TV on earphones?,Earphones can help people listen to sounds. Watching TV requires eyes.,1
"Which energy could the large turbines use to produce water, solar energy or wind?",The turbine is an engine that uses fluid to impact the impeller and generate power.,1
Where does an arboreal monkey sleep? In the river or in a cave?,The arboreal monkey sleeps in the tree.,1
Name a positive effect of typical pinworm infection.,"Typical pinworm infection is a common intestinal parasitic disease, which has adverse effects.",1
What is the best vector for a human to fly in the sky?,Human cannot fly in the sky without wings.,1
Name one way of heating up the room by ice.,Ice melts to absorb heat.,1
Why should people with bruises not use sumac?,Sumac can be used to treat bruises.,1
Why are most of windows made of diamonds?,Most windows are made of glass.,1
Are the chestnuts in the almond tree delicious?,"There are almonds on almond trees, and chestnuts grow on chestnut trees.",1
"If I want to extract salt from wood, what should I do?",Wood contains no salt.,1
List two kinds of stones which like cartoons?,Stone is not a creature without a liking.,1
List two laptop computer brands in 1500.,The laptop computer came out in 1985.,1
How long will it take to make wheat flour from corn?,Wheat flour is made from wheat.Corn flour is made from corn.,1
When was the motorbike invented by Shakespeare?,The motorcycle was invented by German Gottlieb Daimler.,1
What kind of tools does Hitler use to download software?,Hitler lived without software.,1
"Which one is the biggest benthos, the elephant or the lion?","Elephants and lions are terrestrial animals, which are biochemical on land.",1
Why can't healthy men eat sea urchins?,"Sea urchins are not suitable for allergic people, but for healthy people.",1
Does the tendon in human's brain connect muscle?,"Tendons belong to connective tissue, and the brain is mainly composed of neural tissue",1
What kind of habitats exist on the sun?,"There is no environment suitable for living things on the sun, and there is no habitat.",1
Where can I find argentine ants in the desert?,"Argentinian ants prefer humid environment, which is not suitable for desert.",1
Name a reason why does burning require carbon dioxide.,Burning requires oxygen and produces carbon dioxide.,1
Why does ale contain no alcohol?,Ale contains alcohol.,1
Who helped Hillary become the president of USA in 2016?,President Trump of the United States in 2016.,1
"If necrotic tissue in my body, what should I do to deal with it? Brush my teeth or watsh face everyday?",Brushing teeth can clean the necrotic cells and tissues on the oral surface.Washing your face can clean the necrotic cells and tissues on the skin surface.,1
"If I want to fix the bones in my teeth, where should I go?",Teeth are not bones. Teeth and bones are two different organs.,1
Why people eat toxic food for keeping healthy,Toxic food is harmful to human body.,1
How does the productivity of all plants benefit from sarin?,Factory productivity depends on inputs and outputs.,1
Who makes loaf from rice?,Loaf is made from flour.,1
How many hand are there on the carob tree?,The carob tree is a plant that grows carob and has no hands.,1
Why does fighting solve everything?,Some problems can be solved by fighting.,1
"If I want to have a longer life, what kind of cancer should I get?",Cancer usually shortens life span.,1
Is the moonstone's eye bigger than humans'?,Moonstone is inorganic without eyes.,1
"Which one is helpful to human, an infection or an earthquake?",Infectious and earthquakes are harmful to human beings.,1
"If I travel to Britain, where can I see the White House?",The White House is in the United States.,1
How can we find a speech delivered by a tree on the Internet?,"Generally speaking, people who make speeches.",1
Why can't people eat edible food?,People can eat edible food.,1
List 78 italian languages please.,Italian language is a kind of language.,1
"Which one is white, a blackboard or a black pant?",The blackboard and black trousers are black.,1
How many hands does a carnivorous plant have?,Carnivorous plants are plants without hands. Some animals have hands.,1
What kind of cat is a plant?,"Cats are animals, not plants.",1
Which one belongs to motor system?lymph or cranial nerve.,The motor system is a mechanical device. Lymph and brain nerves exist in living things.,1
Why is food waste beneficial to the environment protection?,Waste of food is a damage to the environment.,1
Is the decorator's tail long or short?,Decoration is a profession name.,1
Why solids can flow?,A solid is an aggregate state of matter.Fluid can flow.,1
List the time length for an air conditioner to become an adult.,Air conditioning is a mechanical device that cannot grow.,1
List two new years which was celebrated in China in the first lunar month.,The first month of the lunar calendar has only one New Year.,1
How often do you watch radio?,"The radio is for listening, not watching.",1
Name a kind of rhino that lives in the air.,Rhinoceros generally live on land.,1
Can diamonds lose weight by being on a diet?,"Diamonds are inorganic, and only creatures can lose weight.",1
which kind of illness does the Covid-19 belongs to? skin illness or cancer,Neocoronal pneumonia is an acute respiratory infectious disease caused by new coronavirus infection.,1
"If I want to find a tyrannosaurus, should I go to the Beijing zoo?",Tyrannosaurus rex is extinct.,1
"Which one flies higher, a squirrel or a fox?",Neither the pine nor the fox can fly.,1
What kind of electrical outlet can be used without electricity?,The socket is generally used by electricity.,1
How much cloth does it take to make a water glass?,"Water glass, also called sodium silicate or soluble glass, a compound containing sodium oxide (Na2O) and silica (silicon dioxide, SiO2) that forms a glassy solid with the very useful property of being soluble in water. Cloth cannot make water glass.",1
Does the jellyfish run faster then human,Jellyfish live in water. It cannot run.,1
Where do health counselors work to sell clothes?,"Health counselors, also known as health coaches, counsel others on how to live healthier and more productive lives. They don't sell clothes.",1
Which one is the necessary condition to make the computer work? Water or fire?,The computer need electricity to work. Neither water nor fire is necessary for a computer to work.,1
What kind of animals can blossom?,A tree or bush can blossom.闁 Animals cannot blossom.,1
Does computer smells better than navy bean?,A computer does not smell.,1
When do desks need to drink water?,Living things need water.闁 A desk is non-living thing which doesn't need water.,1
Which tree has thorny branches? The apple tree or the plum tree?,The branches of the thorn tree are covered with large and small thorns. Neither apple nor plum trees have thorns.,1
"If we want to eat tender fruit, what kind of potato can we choose?",We can choose sour cherries. Potatoes are food闁 not fruit.,1
Name a method that can cure the cancer 100%.,There are not a method can cure the cancer 100%.,1
How do people use candles to make wax?,People use wax to make candles. Candles do not make wax.,1
Why does smartphone has cell nucleus?,Cells are the smallest common denominator of life. A smartphone is non-living thing and it has not cell nucleus.,1
"If a person has mosaic, what should he do?","A mosaic is a pattern or image made of small regular or irregular pieces of colored stone, glass or ceramic, held in place by plaster/mortar, and covering a surface. Person can not have mosaic.",1
What kind of clothes do you usually wash in clay?,Laundry detergent is a type of detergent (cleaning agent) used for cleaning dirty laundry (clothes). Clay cannot be used for laundry.,1
Why do durians smell sweet?,"Durians taste sweet. The smell of durians闁 evokes reactions from deep appreciation to intense disgust, and has been described variously as rotten onions, turpentine, and raw sewage.",1
"Which one can morale smell, fragrance or stink?",Morale is the spirit a group has that makes them want to succeed. It has no smell.,1
What kind of vehicle been used on the land? Ship or boat?,Ships and boats are used to travel on the water.闁 They can't run on the ground without wheels.,1
Why is the blood inside the snake constant temperature?,"Snakes, like all reptiles, are cold-blooded (also known as ectothermic). Snake blood cannot be kept at a constant temperature.",1
