question,answer,label
What kind of animals can blossom?,A tree or bush can blossom.闁 Animals cannot blossom.,1
which goods belongs to clothes? Wrench or rope,"A wrench or a rope are tools, not clothes.",1
How can water enter the human body through ears?,Nothing can enter humans body through ear.,1
How long will it take to go to Brazil from Beijing by foot?,You can't walk from Beijing to Brazil.,1
Which province do the aliens live in?,"Aliens don't live in Earth, humans do.",1
What kind of room is constructed by water?,"In general, the rooms are made of concrete and cement, not water.",1
How can we find a speech delivered by a tree on the Internet?,"Generally speaking, people who make speeches.",1
Name a city with a population over 50 million in China?,No city in China has a population over 50 million.,1
"List the number of horse breeds in the world, 600 or 800?","There are about 200 breeds of horses, but not 600 or 800",1
How do you add hydrogen when you have hypoxia?,"When we have hypoxia, we usually add oxygen.",1
How does anger make us calm and gentle?,Anger is a negative emotion. We need to stay away from anger to keep us calm and gentle.,1
What kind of habitats exist on the sun?,"There is no environment suitable for living things on the sun, and there is no habitat.",1
What are the symptoms of a man with morning sickness?,Only pregnant women get morning sickness,1
Is Confucius a famous citizen in Japan?,Confucius was a Chinese citizen.,1
Name the frequency for a store to eat.,A store can not eat. Only animals can eat things.,1
"If birds live in the sea, how can they hunt a shark?",A bird cannot live in the sea. Its lungs cannot breathe oxygen in the sea,1
does fish write elegies to keep fit?,"Fish don't write elegies, humans do.",1
What's the job of that beggar?,Beggars are people who have no jobs.,1
Where the air is visible?,Air is not visible to the human eyes,1
What does an aromatic herb release? Natural gas or light?,"Herbs release fragrance, but do not glow and release natural gas.",1
When do desks need to drink water?,Living things need water.闁 A desk is non-living thing which doesn't need water.,1
How much abalone are given birth by people?,People can't give birth to abalone.,1
"Which animal has two hands, a hyrax or a dog?",Only humans have legs.,1
List 50 oceans in Africa.,"Africa only has 6 oceans, not 50",1
How can we adapt to the life on the sun?,The sun is too hot for us to live on its surface.,1
Does mom pee standing up with her penis?,"Generally speaking, women don't have penises, men do",1
"If you want to buy a wedding ring, what amusement park will you go?","Amusement parks don't have wedding rings, shops do",1
Is TV's nose smaller than laptop's?,TVS and laptops are artificial. They don't have a nose.,1
How will they work if we rub vaccines on our skins?,Vaccines can only be injected into the body's bloodstream to make people produce antibodies and play their role.,1
How can cattle climb a tree?,Cattle cannot climb trees,1
What kind of fish emerge from pupas?,"Fishes are not insects, insects emerge from pupas",1
Why does the sun come up from the west?,"Suns rise from the east, not from the west",1
Why do people work for eight days per week?,There are senven days in a week. People cannot work eight days a week.,1
Why don't you wear this curtain to swim?,"You can't swim with curtains on, because they're too heavy. People don't swim with curtains on.",1
Name a way that we wash our hands with water at 120 degrees Celsius?,The maximum temperature of general water is 100 degrees.,1
How many kilograms of bamboo do crocodile eat everyday?,Crocodiles are carnivores.,1
Do lizards think they can have a good job to live happily?,"Lizards can't have a job, only human can.",1
How many choices do people have to face to be born?,People can only think after born.,1
Why will sleeping cause lung cancer?,"Sleep does not cause lung cancer, humans need sleep, smoking is what can cause lung cancer",1
Where can people buy a waffle in Qing dynasty?,"Waffle is a North American food, Qing dynasty is an ancient Chinese era",1
Are medicines the sweetest among all candies?,Medicine is not a kind of candy.,1
When will my brother grow breast?,Men's breasts generally do not develop.,1
"Which one is the right number for guts of a stone, one or four?",Only animals have guts.,1
How does sugar grow out of trees?,"Sugar is extracted from sugary substances, not grown from trees.",1
Where can a man buy spinach?Fruit shop or clothes shop?,Spinach is a type of vegetable and it is not a fruit nor cloth,1
Why does the ballet dancer play the piano in the show?,"Ballet dancers don't play an instrument in their show, they perform and dance",1
What was the place where the tennis match was launched in 1200s?,Modern tennis had not been invented in the 12th century.,1
Why people eat toxic food for keeping healthy,Toxic food is harmful to human body.,1
"List the number of days to change a person's metabolism, 10 or 20 years?",Metabolism can be change in days.,1
Which one can be made of plastic? Diamond or wire?,Neither of them are made of plastic.,1
List two deserts that the blizzard frequently occurs.,"Deserts are dry, so blizzards don't appear in deserts.",1
Name a sausage that has two ears.,Sausages do not have ears. Only animals have ears.,1
What seeds can grow into a cat?,"A seed grows into a tree, a kitten grows into a cat.",1
Which tree has thorny branches? The apple tree or the plum tree?,The branches of the thorn tree are covered with large and small thorns. Neither apple nor plum trees have thorns.,1
Why is it that money can buy all things?,Money can't buy love and knowledge.,1
How many years can a rabbit work until it retires?,Rabbits are domesticated and do not need to work.,1
What should we prepare to extract soluble fiber from a stone?,"The stone is a mineral, there is no soluble fiber in it",1
Why Christians have no belief?,"Christians believe in Christianity, so they have faith.",1
What service industry does agriculture belong to?,Agriculture and services are two different industries of the same level,1
Why do canker sores occur on the hand?,Sores usually appear in the mouth.,1
How does a ship navigate in the desert?,"The boat needs to navigate in the water, and there is no large area of water in the desert for the boat to travel.",1
"Where can we watch Daily News, in a movie theater or in a cinema?",The Daily News a new program and is broadcasted on the television.,1
What kind of leaves can creep?,"Leaves belong to plants, only animals can climb.",1
Why birds find it harder to find water in moist climate?,"Moist climate indicate that water is abundant, and birds can easily find water.",1
"Which can be drunk with the cocktail, stone or computer?",Both the stone and the computer are not edible and cannot be consumed with cocktails,1
What other vegetables do you know besides melons?,"Watermelon is a fruit, not a vegetable.",1
"Which part of a human body has bones, eyeballs or hair?","The bones are covered with muscle, not in the eyes or hair",1
How often does Confucius replace his car brake pads?,Brake pads had not been invented in the time when Confucius lived,1
"If a reporter lands on the moon, would he interview a lion?","Lions live on the earth, not on the moon.",1
Where is the computer in the hardware?,"Computers consist of hardware, not the other way around.",1
How can a toy breathe in the water?,"Only animals need to breathe, and toys usually refer to objects made by human.",1
"Which island is bigger, Mongolia or Austria?",Austria and Mongolia are both landlocked countries.,1
What kind of computer does a plant like to use?,Plants are not humans. They can't use computers. Humans can use computers.,1
List the reason why we can see cancer cells with naked eyes.,The cancer cells are too small to be seen by the naked eye.,1
Why does a cockscomb belong to cap?,"Cockscomb belongs to a plant, not a hat.",1
"If I want to  eat a planet, then how long it will takes?","Planets are celestial bodies, not food, and man cannot eat them.",1
What is considered a nice natural disaster? Flood or earthquake?,Natural disasters are generally bad.,1
List the date when Qianlong Emperor travelled to Africa?,Qianlong never left China.,1
"In the Monkey King Story, how did Monkey king fight with vampire?",Monkey King Story in the role of the Monkey King but no vampire.,1
"Which one is the biggest benthos, the elephant or the lion?","Elephants and lions are terrestrial animals, which are biochemical on land.",1
How many eggs do cowboys usually lay during the breeding season?,"Cowboys are human, human can't lay eggs",1
How many aliens are there on the earth?,"Aliens don't live on earth, they come from other planets",1
How can a human survive without food?,Food is necessary for human survival.,1
List one method how did humans turn into apes.,Humans cannot degenerate into apes.,1
"Which one can morale smell, fragrance or stink?",Morale is the spirit a group has that makes them want to succeed. It has no smell.,1
Why can falcon swim?,Falcons can't swim.,1
What ingredients do monkeys need to use to make bread?,"Monkeys eat bread, but don't make bread. Bread was invented by humans.",1
list one or two countries on both east and west sides of China?,China has no neighbor which both in east and west.,1
How to help a dog with no feet to run?,"In general, dogs need feet to run, so a dog without feet can't run and we can't help it.",1
Why do turtles like to eat candy?,"Candy is human food, not turtle food",1
"If a person want to buy clothes in a restaurant, where can he go in Tianjin?","A restaurant is a place to eat, not a place to buy clothes.",1
What kinds of plant can run?,Plant don't have foot and thus they can't run.,1
Which one is the right way to make raisins by using rice? dry them or wet them?,Rice is not a raw material for making raisin.,1
Where can I buy ischemia in this mall?,"A phenomenon is a physical condition, not a commodity.",1
Where do books buy swots?,"Books are for people to read, and swot is a method of analysis.",1
When can that daffodil produce apples?,Daffodils and apples are two very different species,1
Which one is coniferous tree? Elm or camphor tree?,Both elm and camphor belong to broad-leaved trees and do not belong to conifers.,1
Why all objects have smooth surfaces?,"Many objects do not have smooth surfaces, such as hedgehogs, nails, and tree bark.",1
Does hamburger a popular food because I often see it  in Lanzhou Lamian restaurant?,"Lanzhou Lamian restaurant only sells Lamian, not hamburgers.",1
Why most people have no greed of money?,Most people want to make money themselves.,1
Do clippers move faster in the desert than in the water?,"Clippers  are water tools, there is no water in the desert.",1
What action does not consume energy?,Doing any action requires energy.,1
What kind of plants does the eland belong to?,eland is a kind of animal.,1
What Dumplings Say About Afrcian Culture?,"Dumpling is a kind of food, it can't think, it can't evaluate African culture",1
How many students are there in Guangdong University?,There is no university called Guangdong University,1
List two ways how can a chair learn English.,A chair has no brain and cannot think.,1
Why warm water is always fatal?,Humans are not in danger of losing their lives when exposed to warm water.,1
Why sleeping pills can help us to stay awake?,Sleeping pills make people sleepy so they can fall asleep,1
Name the location of human's five lips.,"Human usually only have one lip, but not 5.",1
In what season do Italians usually wear clogs?,"Generally, Japanese people wear clogs, but Italians don't.",1
"When medicines diagnose diseases, can they get you to a doctor?",Doctors diagnose diseases and medicines can be used to treat diseases.,1
Why should we smoke in the gas station?,"Smoking in gas station is dangerous, we can't smoke there.",1
"If I want to watch television at 26:00, what should I do?",There are only 24 hours per day.,1
"Which color do flowers of clovers have more, black or green?","The flowers are rarely green or black, but the clover is mainly red, yellow, purple and white.",1
Why human eats anchor?,Anchors are not edible.,1
Why don't you find a mental health counselor to treat your cut?,"Mental health counselors heal emotional wounds, not physical ones.",1
Why looking directly at the sun can relax our eyes?,"Sunlight will hurt ones' eyes, and thus looking directly at the sun can't relax our eyes.",1
"If we want to eat tender fruit, what kind of potato can we choose?",We can choose sour cherries. Potatoes are food闁 not fruit.,1
List the reason why do infants usaully grow beards?,"Infants don't grow beards, they are too young.",1
Why can't people eat edible food?,People can eat edible food.,1
What color is a red squirrel's egg?,Squirrels are mammals. They don't have eggs. They're viviparous.,1
List eighty non-metallic elements.,There are 23 types of non-metallic elements.,1
Which tool can draw a round? A ruler or an eraser.,"Rulers are usually designed for straight lines, while erasers are used for erasing marks.",1
Will it be better if we use bread to make wheat?,"Bread is made from wheat, and wheat cannot be made from bread.",1
What type of architecture is the Forbidden City? Indian or Tai?,Indians and Thais are ethnographic rather than architectural.,1
"Which one rains more, the sun or the moon?","There is no atmosphere on the sun and moon, so they cannot rain.",1
"Which one has no quality, a tiger or an elephant?",Can't use quality to describe tigers and elephants.,1
How long a fish can glide in the sky?,Most fish can't glide through the air. They don't have the organs to do so,1
Can you name one way for a driveway to go to England from French?,"England and France are separated by the English Channel and the Dover Channel, with no driveway.",1
How many times a year can a sailor see a mermaid,"Mermaids actually only exist in legends, and no one has ever seen a real mermaid in reality.",1
What should we take when we go fishing in shopping malls?,Shopping centers usually don't have fishing grounds. We can fish by the river and the sea.,1
Why are most of windows made of diamonds?,Most windows are made of glass.,1
Why are adults not allowed in internet cafes?,Those who are not allowed to enter the Internet cafe are juveniles.,1
"If I want to cook rice with a mop, when should I start to prepare?","Rice is cooked in ricecooker or pot, not mop.",1
"Which explosive is more powerful in the 1600s, the grenades or black powders?","In the seventeenth century, grenades had not been invented, and the question was wrong.",1
