question,answer,label
What kind of power does a dog need to govern a country?,A dog don't have the intelligence and ability to govern a country.,1
When did Einstein prove that white light is a mixture of different colors of light?,This is what Newton proved.,1
Why all objects have smooth surfaces?,"Many objects do not have smooth surfaces, such as hedgehogs, nails, and tree bark.",1
List the time length for a stone to take a breath?,Stones are not alive and don't need to breath,1
Which one is the correct answer regarding the number of the mouths for a phone? one or three?,"The average telephone does not have a mouth. The mouth is a part of the animal, not the telephone.",1
How will they work if we rub vaccines on our skins?,Vaccines can only be injected into the body's bloodstream to make people produce antibodies and play their role.,1
How much fat is contained in each 100ml of water?,Water can't contain fat.,1
"Which city is in America, London or Sydney?","London is in England and Sydney is in Australia, neither of which is in the United States.",1
"If we see a terrapin lay eggs in the desert, what should we better do?","Tortoises usually lay their eggs on sand, not in the desert.",1
"Which one do dogs exhale, oxygen or nuclear energy?","Dogs breathe out carbon dioxide, neither oxygen nor nuclear energy.",1
Why is the larger the breast size the better?,No studies show that bigger breasts are better.,1
What kind of stone is the wax figures?,Waxworks are statues made of paraffin wax and have nothing to do with stone.,1
What kind of tools does Hitler use to download software?,Hitler lived without software.,1
Where do books buy swots?,"Books are for people to read, and swot is a method of analysis.",1
How many fins does a cow have?,Only fish have fins.,1
Is TV's nose smaller than laptop's?,TVS and laptops are artificial. They don't have a nose.,1
Why human will not get any illnesses?,It's genetically determined that all human should get illness.,1
Where do deer's wings grow?,Deer are not birds and have no wings.,1
How can the announcement become a private message?,The announcement has been made public and cannot be a private message.,1
Why is the alcohol green?,Pure alcohol has no colour.,1
How many lives do stones have?,"Stones are non-living, lifeless.",1
How often does an airplane fly in the ocean?,"Aircraft can only fly in the sky, not in the ocean.",1
How many brains does a box have?,The box has no brain.,1
How can animal buy product?,Animal can't buy anything. Because they don't have the mental capacity to do such a thing.,1
Name a method that can cure the cancer 100%.,There are not a method can cure the cancer 100%.,1
What type of icon does Peking Man use?,"In the time of Peking Man, the concept of icon did not exist.",1
Which adjunct of the TV is the computer?,"TV and computer are seperate electrical appliances, and computer is not the adjunct of TV.",1
What is the fourth atom of a water molecule?,Water molecules have only three atoms.,1
How many hands does a dolphin have?,A dolphin is a mammal. It has no limbs,1
How long can birds fly in outer space?,Birds cannot fly out of the atmosphere.,1
How many coats of fur does newt have to keep warm?,Newt does not have any fur on its skin,1
How many eggs does a solitary dolphin lay at a time?,Dolphins are mammals and do not lay eggs,1
Why don't you see swell in the sea during high winds?,The sea surface rises during high winds.,1
Why can lotus grow in the desert?,"Lotus flowers live in water, and there is no water in the desert.",1
Why can disease make the sun feel uncomfortable?,"Sun is not human, humans get infected with diseases",1
How does sesame oil turn into raw sesame?,Raw sesame seeds can be turned into sesame oil and not the other way around.,1
Why do bears hibernate in summer?,Bears only hibernate in winter.,1
What kind of plants does the eland belong to?,eland is a kind of animal.,1
Why does concentrated sulphuric acid dehydrate all substances?,Sulphuric acid dehydrate most substances but not all substances.,1
Which one is farm animal? Desk or bottle?,Desks and bottles are inanimate objects.,1
Which is sense organ? Lung or stomach?,"The lungs are the respiratory organs, and the stomach is the food digestion organs. None of them are sensory organs.",1
"If a desk want to have basic education, how many years will it takes?",The table has no brain.,1
Where is Florida located in China?,Florida is a state located in the Southeastern region of the United States. It is not located in China.,1
How does a ship navigate in the desert?,"The boat needs to navigate in the water, and there is no large area of water in the desert for the boat to travel.",1
Where can we fix our cellphone in 1800?,"Mobile phones have been invented in the last 30 years, there were no mobile phones in 1800",1
How to have a picnic at home?,We can only picnic outside a buliding.,1
How do cardinals talk?,"The cardinal is a bird, not a man, it can't talk.",1
List when is the best time for a tiger to make great progress in English study?,"English is a human language, tigers can't speak human language, and they can't learn English.",1
Why newborn gorilla can get pregnant?,Newborn gorillas are not fertile.,1
When did Bing Xin die of breast cancer?,"In September 1994, Bing Xin was admitted to Beijing Hospital due to heart failure. From February 13, 1999 her condition deteriorated and she died on February 28, 1999, in Beijing Hospital at the age of 98. She didn't die of breast cancer.",1
list two kind of computer system can swim in the river?,Only living things can complete the swimming action.,1
What type of van can take you to the Moon?,You can take a spaceship to the moon. There is no road from the Earth to the Moon.,1
How do human traps trap a mountain?,"Traps are used to capture animals, the mountain is not an animal and too big to put in.",1
Which is solid object? Water or juice?,Solid object is a firm and stable in shape and not liquid or fluid. Water and juice are liquids not solid objects.,1
What kind of subordinate is the leader?,Leader is the person who leads or commands a group.闁 Leader is not subordinate.,1
How does oxygen extinguish fires?,Oxygen is a combustible gas and cannot be used to extinguish fires.,1
Who makes loaf from rice?,Loaf is made from flour.,1
Do people eat diamond because it comes with mutiple nutrition,"Diamond is a gemstone, but it is not food, and it is an inorganic substance, no nutrition.",1
Why does a cockscomb belong to cap?,"Cockscomb belongs to a plant, not a hat.",1
Name a way that japanese macaque can use their wings to walk.,"The Japanese macaque is a four-limbed mammal, not a bird, and has no wings",1
How long does it take to make blood by washing machine?,Washing machines cannot make blood.,1
Which one does the coco release. light or sound?,"Coco don't release lights or sound, it releases smell.",1
why we are getting poor after we got a job,We are not getting poor when we got a job. Because we can get money from the job.,1
Can you tell me the shape of the power?,"Power is a concept, not a thing, concepts have no shape.",1
How do we make snowmen in summer?,It doesn't snow in summer. So you can't make a snowman.,1
Is gas station the right place to get some isopropyl alcohol?,Isopropyl alcohol is a chemical you can hardly buy at a gas station.,1
Why do people like the iguana with wings?,"Iguana does not have wings, it has a tail",1
How many hands does a book have?,"A book is not a person, it has no hands.",1
What kind of hummingbird can live under the sea?,Hummingbirds are birds that live on land.,1
What kind of plants are mushrooms?,"Mushrooms are fungi, not plants",1
Do people often watch TV on earphones?,Earphones can help people listen to sounds. Watching TV requires eyes.,1
Name two types of plastic people always eat.,Plastic is inedible to almost all living things.,1
"In the Monkey King Story, how did Monkey king fight with vampire?",Monkey King Story in the role of the Monkey King but no vampire.,1
Does the tendon in human's brain connect muscle?,"Tendons belong to connective tissue, and the brain is mainly composed of neural tissue",1
How can we avoid death?,All men die. It's the law of nature.,1
What is considered a nice natural disaster? Flood or earthquake?,Natural disasters are generally bad.,1
How do you add hydrogen when you have hypoxia?,"When we have hypoxia, we usually add oxygen.",1
Why Christians have no belief?,"Christians believe in Christianity, so they have faith.",1
Where does italian bee grow? in ocean or desert?,Honey grows in the forest.,1
What's the land area of China in Latin America?,China is not part of Latin America and has no Latin American territory.,1
Do clippers move faster in the desert than in the water?,"Clippers  are water tools, there is no water in the desert.",1
How do you park an air plane in a parking lot?,A parking lot is a place where cars are parked and planes are supposed to be on the tarmac.,1
When do people need to eat coat?,The coat is not edible.,1
does water's tensile stress is higher than diamond?,"Water cannot be stretched, it is a liquid",1
When was the number 65th country founded in  Africa?,There are only 60 countries in Africa.,1
"Which energy could the large turbines use to produce water, solar energy or wind?",The turbine is an engine that uses fluid to impact the impeller and generate power.,1
Look! How many fan palms are running over there?,"fan palms are plants, not animals. They can't run.",1
Why are all mirrors rectangular?,Mirrors come in all shapes. There are round mirrors. Not all mirrors are rectangular.,1
How to help a dog with no feet to run?,"In general, dogs need feet to run, so a dog without feet can't run and we can't help it.",1
How does anger make us calm and gentle?,Anger is a negative emotion. We need to stay away from anger to keep us calm and gentle.,1
What cars belong to agricultural products?,Automobiles are industrial goods and are produced through industrial manufacturing.,1
Where can the water flow into the sky?,"water flows down not up, so it can only flow into the ground or sea",1
What kind of religious ritual that can be believed by everyone?,There is no religious ceremony that everyone believes in.,1
What kind of dancing do you like to hear?,Dancing can not be heard. Only music and sound can be heard.,1
How much cloth does it take to make a water glass?,"Water glass, also called sodium silicate or soluble glass, a compound containing sodium oxide (Na2O) and silica (silicon dioxide, SiO2) that forms a glassy solid with the very useful property of being soluble in water. Cloth cannot make water glass.",1
Where should I wear my apple watch? on my hair or under armpit?,The Apple Watch should be worn on the wrist.,1
What kind of meat can be made into soybean milk?,"Soy milk is made from beans, not from meat.",1
"If we want to extract thulium from plastic, what should we do?",Thulium is the second rare-earth element in the earth's crust and cannot be found in plastic bags.,1
Why can tube think?,A tube is a man-made object. It can't think.,1
How many students are there in Guangdong University?,There is no university called Guangdong University,1
"If I want to watch television at 26:00, what should I do?",There are only 24 hours per day.,1
Why farmers must work with their safety caps on?,Farmers generally do not need to wear hard hats when they farm,1
List one dapple that can swim.,Dapple is not an animal and it cannot swwim,1
How can gas burn without oxygen?,Oxygen is necessary for combustion.,1
How can a flower deal with math problems?,"Flowers are plants, and only humans can solve math problems.",1
Are human's toes more than fish's?,"Fishes don't have toes, humans do",1
Why does national leader have no job,Governing a country is the job of its leaders.,1
What kind of butterfly can not fly?,Butterflies have wings and can fly.,1
When will my brother grow breast?,Men's breasts generally do not develop.,1
Does the driver work on the eighth day of each week?,Only 7 days a week.,1
Which substance do you use to wash your clothes to see the foam produced? Rice or sulphuric acid?,"We use water or detergent to wash clothes, rice and sulfuric acid can not be used to wash clothes",1
What kind of metals can be eaten by people?,No metals can be eaten by people directly. While food contain metal elements.,1
Name a paper published by Chinese astronomers in  Applied Linguistics.,Astronomers don't usually publish in language journals.,1
Why is it that money can buy all things?,Money can't buy love and knowledge.,1
What kind of eggs does the eggplant belong to?,Eggplant is a vegetable,1
"Which plant do you prefer, hyena or wolf?","Hyenas and wolves are animals, not plants.",1
What kind of leaves can creep?,"Leaves belong to plants, only animals can climb.",1
When and where did Lord Whittle invent the first propeller engine?,Lord Whittle invented the jet engine.,1
Why are all enterprises companies?,A business is not necessarily a company.,1
Name the number of the penises a woman have?,Women don't have penises.,1
Name a reason why does burning require carbon dioxide.,Burning requires oxygen and produces carbon dioxide.,1
What kind of insect can photosynthesize?,"Insects can't photosynthesize, only plants can.",1
How can we adapt to the life on the sun?,The sun is too hot for us to live on its surface.,1
What color are the feathers of an Asian elephant?,Asian elephants are mammals. They are not birds. They have no feathers.,1
How can we get milk from fish?,Mammals usually can give milk.闁 Fish are not mammals. It don't give milk.,1
What kind of eggs can crush stones?,Stones are harder than eggs.,1
Is amniotic fluid solid because the baby need to be fixed,Amniotic fluid is liquid.,1
When is the melting point of water?,"water don't melt, it boils",1
Which device can be used to take photograph? Microwave or bicycle?,Microwaves and bicycles can't be used to take pictures. Cameras or cell phones can.,1
How can a book express annoyance?,"Books can't express worries because they can't think, but people who write books can express worries with books",1
How to make bread with stone?,Bread is usually made from wheat-flour闂佹寧绋戦惀鐣 stone. Stone can't be eaten so you can't make bread with stone.,1
Where can people see the lighthouse in the library?,The lighthouse is on the coastline and at sea rather than in the library.,1
Why are the calories in water higher than those in beef?,Water is an inorganic substance. It has zero calories.,1
Why don't carnivore eat meat?,Carnivore only eats meats.,1
If I want to swim on a stage. What should I do?,"You can swim in a pool or in the ocean, not on a stage.",1
Why people eat toxic food for keeping healthy,Toxic food is harmful to human body.,1
"Which one flies higher, a squirrel or a fox?",Neither the pine nor the fox can fly.,1
How many branches does a woman have?,Humans are not plants; plants are the ones with branches.,1
Are medicines the sweetest among all candies?,Medicine is not a kind of candy.,1
Does a caterpillar a plant that has two eyes  to look for food ?,"A caterpillar is an insect, not a plant.",1
Where can I see the female stones?,"There is no sex in stones, stones are not animals",1
Does crocodile use their hands to eat fruit since it belongs to birds ?,"Crocodiles are reptiles, carnivores and do not eat fruit.",1
How to ride mouse to school?,The mouse is too small to ride it. You can ride a bike to school instead of riding a mouse.,1
Name three kinds of meat that seaweed eats.,Seaweed is a plant and does not eat meat.,1
What kind of cats can fly?,"A cat is a mammal, not a bird, and can't fly.",1
How can a person become a loudspeaker?,"People can't turn into a loudspeaker, loudspeakers are machines",1
